2020-06-19-1850,8.0,10.0,0.0,243.0,253.0,154.0
2020-06-19-1855,8.0,10.0,0.0,238.0,253.0,155.0
2020-06-19-1900,7.0,10.0,0.0,235.0,253.0,155.0
2020-06-19-1905,7.0,10.0,4.0,234.0,253.0,155.0
2020-06-19-1910,7.0,10.0,4.0,234.0,253.0,155.0
2020-06-19-1915,7.0,10.0,4.0,234.0,253.0,155.0
2020-06-19-1920,7.0,10.0,4.0,234.0,253.0,155.0
2020-06-19-1925,7.0,10.0,4.0,234.0,253.0,155.0
2020-06-19-1930,7.0,10.0,4.0,234.0,253.0,155.0
2020-06-19-1935,7.0,10.0,4.0,234.0,253.0,155.0
2020-06-19-1940,7.0,10.0,4.0,234.0,253.0,155.0
2020-06-19-1945,7.0,10.0,4.0,234.0,253.0,155.0
2020-06-19-1950,7.0,10.0,4.0,234.0,253.0,155.0
2020-06-19-1955,7.0,10.0,4.0,234.0,253.0,155.0
2020-06-19-2000,7.0,10.0,4.0,241.0,253.0,155.0
2020-06-19-2005,7.0,10.0,4.0,239.0,253.0,155.0
2020-06-19-2010,6.0,10.0,4.0,236.0,253.0,155.0
2020-06-19-2015,6.0,10.0,4.0,232.0,253.0,163.0
2020-06-19-2020,6.0,10.0,4.0,237.0,253.0,187.0
2020-06-19-2025,6.0,10.0,4.0,239.0,253.0,189.0
2020-06-19-2030,6.0,10.0,4.0,239.0,253.0,189.0
2020-06-19-2035,7.0,10.0,4.0,236.0,253.0,189.0
2020-06-19-2040,6.0,10.0,4.0,245.0,253.0,191.0
2020-06-19-2045,6.0,10.0,4.0,237.0,253.0,191.0
2020-06-19-2050,5.0,10.0,5.0,238.0,253.0,212.0
2020-06-19-2055,5.0,10.0,5.0,239.0,253.0,226.0
2020-06-19-2100,5.0,10.0,4.0,235.0,253.0,226.0
2020-06-19-2105,5.0,10.0,4.0,224.0,253.0,218.0
2020-06-19-2110,5.0,10.0,4.0,224.0,253.0,218.0
2020-06-19-2115,6.0,10.0,4.0,231.0,253.0,218.0
2020-06-19-2120,6.0,10.0,4.0,223.0,253.0,218.0
2020-06-19-2125,6.0,10.0,4.0,222.0,253.0,218.0
2020-06-19-2130,6.0,10.0,4.0,218.0,253.0,216.0
